no te rindas;rendir:v:[n=0,p=2] , aún estás;estar:v:[n=0,p=2] a tiempo;*:n:[n=0]	ani reñeme'ẽ;ñeme'ẽ:v|me'ẽ:v , ikatu;katu:v gueterei
días;día:n:[n=1] después el abuelo;*:n:[n=0] se le apareció;aparecer:v:[n=0,p=3] en sueños;sueño:n:[n=1] a Carlitos y le dijo;decir:v:[n=0,p=3] : “ Fíjate , después de la primera;primero:a:[n=0]|*:n:[n=0] lluvia;*:n:[n=0] , donde nace;nacer:v:[n=0,p=3] el arcoíris y allí encontrarás;encontrar:v:[n=0,p=2] una;un:a:[n=0] gran;grande:a:[n=0] riqueza;*:n:[n=0] que - bien;*|*:a:[n=0]|*:n:[n=0] administrada;administrar:v:[n=0] por ustedes - les ayudará;ayudar:v:[n=0,p=3] a vivir;*:v:[]|*:n:[n=0] holgadamente ”.	ohasávo;<hasa:v (vo) umi ára;*:n , tamói;<hamói:n ojehechauka;<hechauka:v|<hecha:v Kalo'ípe;kalo:n iképe ha he'i;'e:v chupe;ha'e:n : “ Ejesareko , ama;*:n guasu;*:n oúva;ju:v rire , pe;*:n|* jýi;*:n heñoihápe ha upépe;upe:n rejuhúta;juhu:v mba'eta guasu;*:n peneipytyvõtava - peipuruporãrõ - peiko;iko:v|ko:v porã;po:n haĝua peikotevẽ'ỹre;kotevẽ:v mba'eve;mba'e:n ”.
y efectivamente , Carlitos y su padre;*:n:[n=0] , luego de la lluvia;*:n:[n=0] , fueron;ser:v:[n=1,p=3]|ir:v:[n=1,p=3] hasta donde nacía;nacer:v:[n=0,p=3]|nacer:v:[n=0,p=1] el arcoíris y encontraron;encontrar:v:[n=1,p=3] una;un:a:[n=0] olla;*:n:[n=0] llena;lleno:a:[n=0]|llenar:v:[n=0,p=3] de oro;orar:v:[n=0,p=1]|*:n:[n=0] .	ha añetehápe;añete:n|* , Kalo'i;kalo:n ha itúva;ru:n , ama;*:n guasu;*:n rire , ohókuri;ha:v|ha+kuri:v jýi;*:n heñoiha peve;pe:n|* ha ojuhu;juhu:v peteĩ;*:n japepo;*:n henyhẽva;<henyhẽ:v itajúgui;itaju:n .
esa riqueza;*:n:[n=0] los ayudó;ayudar:v:[n=0,p=3] a vivir;*:v:[]|*:n:[n=0] muy bien;*|*:a:[n=0]|*:n:[n=0] y a ayudar;*:v:[] a sus semejantes .	pe;*:n|* mba'eta rupive;<hupi:n ha'ekuéra;ha'e:n|* ohupyty;<hupyty:v tekoporã;<hekoporã:n ha avei oipytyvõ;pytyvõ:v hapichakuéra;<hapicha:n oikotevẽvape .
y así;asir:v:[n=0,p=2]|asir:v:[n=0,p=1]|* llega;llegar:v:[n=0,p=3] a su fin;*:n:[n=0] la historia;*:n:[n=0] de Carlitos que ayudado;ayudar:v:[n=0] por su abuelo;*:n:[n=0] encontró;encontrar:v:[n=0,p=3] la riqueza;*:n:[n=0] donde nacía;nacer:v:[n=0,p=3]|nacer:v:[n=0,p=1] el arcoíris …	ha péicha;pe:n|* oĝuahẽ;ĝuahẽ:v ijapýpe;apy:n|ja:n Kalo'i;kalo:n rembihasakue , hamói;<hamói:n ñepytyvõ;pytyvõ:n|*:n rupive;<hupi:n , ojuhuva'ekue;juhu:v mba'eta oĩva;ĩ:v jýi;*:n heñoihápe …
josé Hernández , cuyo nombre;*:n:[n=0] completo;*:a:[n=0]|*:n:[n=0]|completar:v:[n=0,p=1] es;ser:v:[n=0,p=3] José Rafael Hernández y Pueyrredón , nació;nacer:v:[n=0,p=3] el día;*:n:[n=0] 10 de noviembre;*:n:[n=0] del año;*:n:[n=0] 1834, en Buenos Aires , República Argentina .	josé Hernández , héra;<héra:v|<héra:n pukuvéva José Rafael Hernández y;*:n Pueyrredón , heñóikuri ára;*:n 10 jasypateĩ;*:n ary;*:n 1834- pe;*:n|* , Táva Buenos Aires , Argentina retãme;<hetã:n .
su padre;*:n:[n=0] fue;ir:v:[n=0,p=3]|ser:v:[n=0,p=3] Rafael Hernández y su madre;*:n:[n=0] Isabel de Pueyrredón .	itúva;ru:n herava'ekue;<héra:v Rafael Hernández ha isýkatu;sy:n Isabel de Pueyrredón .
fue;ir:v:[n=0,p=3]|ser:v:[n=0,p=3] militar;*:v:[]|*:n:[n=0] , periodista;*:n:[n=0] , poeta;*:n:[n=0] y político;*:n:[n=0] argentino;*:a:[n=0]|*:n:[n=0] , más conocido;conocer:v:[n=0]|*:a:[n=0]|*:n:[n=0] como;comer:v:[n=0,p=1]|* el autor;*:n:[n=0] del Martín Fierro , obra;obrar:v:[n=0,p=3]|*:n:[n=0] máxima;*:n:[n=0] de la literatura;*:n:[n=0] gauchesca .	guarini;*:n , marandu'asãihára , ñe'ẽpapára;*:n ha teikuaihára Argentina - ygua;*:n|y:n , ojekuaavéva;jekuaa:v|kuaa:v ohaihaguére;hai:v Martín Fierro , aranduka ojehecharamovéva;<hecha:v gaucho reko;<heko:n rehegua .
en su homenaje;*:n:[n=0] , el 10 de noviembre;*:n:[n=0] - aniversario;*:n:[n=0] de su nacimiento;*:n:[n=0] - se celebra;celebrar:v:[n=0,p=3] el Día de la Tradición en la República Argentina .	hérape;<héra:v|<héra:n , ára;*:n 10 jasypateĩ;*:n jave;*|ja:n - hi'arambotýpe - ojegueromandu'a Tavarandu Ára Argentina retãme;<hetã:n .
iniciado;iniciar:v:[n=0] como;comer:v:[n=0,p=1]|* militar;*:v:[]|*:n:[n=0] en defensa;*:n:[n=0] de la autonomía;*:n:[n=0] del Estado de Buenos Aires , entre;*|entrar:v:[n=0,p=3]|entrar:v:[n=0,p=1] los años;año:n:[n=1] 1852 y 1872 desarrolló;desarrollar:v:[n=0,p=3] una;un:a:[n=0] fuerte;*:a:[n=0]|*:n:[n=0] actividad;*:n:[n=0] periodística .	oikókuri;iko:v|iko+kuri:v|ko:v|ko+kuri:v chugui;ha'e:n guarini;*:n oipysyrõnguévo Buenos Aires rekosãso , ary;*:n 1852 guive 1872 peve;pe:n|* omba'apo;mba'apo:v mbarete;*:n marandu'asãihápe .
en esa época;*:n:[n=0] caliente;calentar:v:[n=0,p=1]|calentar:v:[n=0,p=3]|*:a:[n=0] políticamente , decía;decir:v:[n=0,p=1]|decir:v:[n=0,p=3] que las Provincias no debían;deber:v:[n=1,p=3] permanecer;*:v:[] ligadas;ligar:v:[n=1]|ligado:a:[n=1] al gobierno;*:n:[n=0]|gobernar:v:[n=0,p=1] de Buenos Aires .	“ Yvy hakuve;<haku:n|<haku:v jave;*|ja:n ”, he'íkuri;'e:v|'e+kuri:v Tetãpehẽnguéra natekotevẽiha oĩ;ĩ:v Buenos Aires ruvicha;<huvicha:n poguýpe;guy:v .
desde el año;*:n:[n=0] 1857 se radicó;radicar:v:[n=0,p=3] en Parana y vivió;vivir:v:[n=0,p=3] alternativamente en esa ciudad;*:n:[n=0] , en Corrientes , Rosario y Montevideo para;* después retornar;*:v:[] a Buenos Aires .	ary;*:n 1857- pe;*:n|* ova;va:v ha oikókuri;iko:v|iko+kuri:v|ko:v|ko+kuri:v Paranáme;parana:n ha upégui;upe:n ova;va:v Corrientes , Rosario ha Montevideo - pe;*:n|* ha upéi ojevy;jevy:v Buenos Aires - pe;*:n|* .
participó;participar:v:[n=0,p=3] en una;un:a:[n=0] de las últimas;último:a:[n=1] rebeliones;rebelión:n:[n=1] federales;federal:a:[n=1] , dirigida;dirigir:v:[n=0] por Ricardo López Jordán , cuyo intento;intentar:v:[n=0,p=1]|*:n:[n=0] de acción;*:n:[n=0] finalizó;finalizar:v:[n=0,p=3] en el año;*:n:[n=0] 1871 con la derrota;derrotar:v:[n=0,p=3]|*:n:[n=0] de los gauchos y el exilio;exiliar:v:[n=0,p=1]|*:n:[n=0] de José Hernández en el Brasil .	oĩjepékuri;ĩ:v|ĩ+kuri:v umi Federal ñorãirõ;ñorairõ:n pahápe;pa:n|paha:n , omoakãva'ekue;moakã:v Ricardo López Jordán , ndaipu'akáiva'ekue;pu'aka:v hovaiguáre ha oguevi;guevi:v ary;*:n 1871- pe;*:n|* guaucho - kuéra oñeme'ẽhaguépe;ñeme'ẽ:v|me'ẽ:v ha José Hernández katu oñemomombyry;ñemomombyry:v|momombyry:v ha oho;ha:v Brasil retãme;<hetã:n .
después de esta revolución;*:n:[n=0] él siguió;seguir:v:[n=0,p=3] colaborando;colaborar:v:[] con López Jordán , de quién con el tiempo;*:n:[n=0] se separó;separar:v:[n=0,p=3] .	upe;*:n|* ñorairõ;*:n rire ha'e;*:n|'e:v|* oipytyvõvékuri;pytyvõ+kuri:v|pytyvõ:v López Jordán - pe;*:n|* ha mbeguekatúpe ojeheja;<heja:v chugui;ha'e:n .
a su retorno;*:n:[n=0]|retornar:v:[n=0,p=1] a la Argentina , en el año;*:n:[n=0] 1872, continuó;continuar:v:[n=0,p=3] su lucha;luchar:v:[n=0,p=3]|*:n:[n=0] por medio;mediar:v:[n=0,p=1]|*:a:[n=0]|*:n:[n=0] del periodismo;*:n:[n=0] y publicó;publicar:v:[n=0,p=3] la primera;primero:a:[n=0]|*:n:[n=0] parte;*:n:[n=0]|partir:v:[n=0,p=3] de su obra;obrar:v:[n=0,p=3]|*:n:[n=0] maestra;*:n:[n=0] , El Gaucho Martín Fierro .	ojevývo;jevy:v (vo) Argentina - pe;*:n|* , ary;*:n 1872- pe;*:n|* , ombojoapy;mbojoapy:v|joapy:v iñorairõ;ñorairõ:n marandu'asãi rupive;<hupi:n ha upérõ;upe+rõ:s|upe:n ohecha;<hecha:v ára;*:n resa;<hesa:n hembiapo;<hembiapo:n tuichavéva , El Gaucho Martín Fierro .
fue;ir:v:[n=0,p=3]|ser:v:[n=0,p=3] a través;*:n:[n=0] de su poesía;*:n:[n=0] como;comer:v:[n=0,p=1]|* consiguió;conseguir:v:[n=0,p=3] un;*:a:[n=0] gran;grande:a:[n=0] eco;*:n:[n=0] para;* sus propuestas;proponer:v:[n=1]|propuesta:n:[n=1] y la más valiosa;valioso:a:[n=0] contribución;*:n:[n=0] a la causa;*:n:[n=0] de los gauchos .	iñe'ẽpoty rupive;<hupi:n omyasãimbaretékuri hemiandu;<hemiandu:n ha pytyvõ gaucho - kuéra rayhupápe .
la continuación;*:n:[n=0] de la obra;obrar:v:[n=0,p=3]|*:n:[n=0] , La vuelta;*:n:[n=0]|volver:v:[n=0] de Martín Fierro (1879), en conjunto;*:n:[n=0] , forman;formar:v:[n=1,p=3] un;*:a:[n=0] poema;*:n:[n=0] épico que refleja;reflejar:v:[n=0,p=3] el sentir;*:v:[]|*:n:[n=0] popular;*:a:[n=0] .	upe;*:n|* hembiapo;<hembiapo:n mbojoapypyre;mbojoapy:n , La vuelta de Martín Fierro (1879), ijypykue;jy:n|ypy:n ndive , oñembohete;ñembohe:v|mbohe:v|ñembohete:v peteĩ;*:n ñe'ẽpoty añóme ha oñanduka tavaygua;*:n remimo'ã .
posteriormente fue;ir:v:[n=0,p=3]|ser:v:[n=0,p=3] miembro;*:n:[n=0] del Congreso de la Provincia de Buenos Aires con una;un:a:[n=0] valiosa;valioso:a:[n=0] producción;*:n:[n=0] legislativa;*:a:[n=0] .	uperiréma oike;ke:v|ike:v Tetãpehẽ Buenos Aires Amandajépe ha upépe;upe:n heta;<heta:v mba'e;*:n porã;po:n ojapókuri;<japo:v|<japo+kuri:v .
josé Hernández falleció;fallecer:v:[n=0,p=3] el día;*:n:[n=0] 21 de octubre;*:n:[n=0] de 1886, en Belgrano , Buenos Aires .	josé Hernández omanókuri;mano:v|mano+kuri:v ára;*:n 21 jasypa;*:n ary;*:n 1886- pe;*:n|* , Belgrano , Buenos Aires - pe;*:n|* .
en la espesura;*:n:[n=0] del gran;grande:a:[n=0] monte;montar:v:[n=0,p=1]|*:n:[n=0]|montar:v:[n=0,p=3] , una;un:a:[n=0] noche;*:n:[n=0] , alrededor del fogón , el abuelo;*:n:[n=0] Guarani - como;comer:v:[n=0,p=1]|* siempre rodeado;rodear:v:[n=0] de todos;todo:a:[n=1] los niños;niño:n:[n=1] de la aldea;*:n:[n=0] - se disponía;disponer:v:[n=0,p=1]|disponer:v:[n=0,p=3] a narrarles;narrar:v:[] (les) una;un:a:[n=0] leyenda;*:n:[n=0] , esta vez;*:n:[n=0] , se trataba;tratar:v:[n=0,p=1]|tratar:v:[n=0,p=3] de la leyenda;*:n:[n=0] del gran;grande:a:[n=0] guerrero;*:n:[n=0] Urunde .	ka'a;*:n guasu;*:n hypy'ũvéva;<hypy'ũ:v mbytépe;*|mbyte:n , peteĩ;*:n pyhare;*:n|py:n , tataypýpe;<hata:n|<hataypy:n , tamói;<hamói:n Guarani - oguapýva;guapy:v tata;<hata:n jerére;jere:n opaite;*|pa:v|opa:n mitã'ikuéra;mitã'i:n|mitã:n hekohapegua;<hekoha:n|<heko:n ndive - ohenduka;<henduka:v chupekuéra;ha'e:n peteĩ;*:n mombe'upy;mombe'u:n omombe'úva;mombe'u:v guarini;*:n guasu;*:n Urunde rekovekue;<hekove:n .
los Guarani tuvieron;tener:v:[n=1,p=3] muchos;mucho:a:[n=1] héroes;héroe:n:[n=1] , valientes;valiente:a:[n=1] guerreros;guerrero:n:[n=1] , líderes;líder:n:[n=1] de sus respectivas comunidades;comunidad:n:[n=1] , y precisamente , Urunde fue;ir:v:[n=0,p=3]|ser:v:[n=0,p=3] uno;*:n:[n=0] de esos hombres;hombre:n:[n=1] .	guaranikuéra niko oguerekojepékuri;reko+kuri:v|reko:v heta;<heta:v tekoverechapyrã , guarini;*:n ha'evéva;'e:v , hekoha;<hekoha:n|<heko:n motenondehára ; ha ja'eporãtarõ , Urunde ha'eva'ekue;'e:v umi rehegua .
el abuelo;*:n:[n=0] Guarani contó;contar:v:[n=0,p=3] a los niños;niño:n:[n=1] que Urunde fue;ir:v:[n=0,p=3]|ser:v:[n=0,p=3] hijo;*:n:[n=0] de Uruguasu , Mburuvicha de una;un:a:[n=0] gran;grande:a:[n=0] aldea;*:n:[n=0] Guarani asentada;asentar:v:[n=0] en la costa;*:n:[n=0] del Río Paraguay pero;* en la Región Oriental .	tamói;<hamói:n Guarani omombe'úkuri;mombe'u:v|mombe'u+kuri:v mitãmimíme Urunde ha'ehague;'e:v Uruguasu ñemoñare;ñemoña:n|*:n|moña:n ; Uruguasu niko peteĩ;*:n Guarani Rekoha Guasu Mburuvichakue ; ko tekoha;<hekoha:n|<heko:n guasu;*:n oñemohendava'ekue;mohenda:v|ñemohenda:v Y Paraguay;paraguay:n rembe'ýpe;<hembe'y:n , Arasẽ Yvypehẽme .
urunde fue;ir:v:[n=0,p=3]|ser:v:[n=0,p=3] criado;criar:v:[n=0]|*:n:[n=0] por su padre;*:n:[n=0] para;* ser;*:v:[]|*:n:[n=0] un;*:a:[n=0] gran;grande:a:[n=0] líder;*:n:[n=0] , un;*:a:[n=0] gran;grande:a:[n=0] orador;*:n:[n=0] , un;*:a:[n=0] hombre;*:n:[n=0] sabio;*:a:[n=0]|*:n:[n=0] , un;*:a:[n=0] hombre;*:n:[n=0] pleno;*:a:[n=0]|*:n:[n=0] , que - a su muerte;*:n:[n=0] - le sucediera;suceder:v:[n=0,p=3]|suceder:v:[n=0,p=1] en el gobierno;*:n:[n=0]|gobernar:v:[n=0,p=1] de la gran;grande:a:[n=0] aldea;*:n:[n=0] Guarani … y en verdad;*:n:[n=0] , así;asir:v:[n=0,p=2]|asir:v:[n=0,p=1]|* ocurrió;ocurrir:v:[n=0,p=3] .	uruguasu niko ohekombo'ékuri;<hekombo'e:v|<hekombo'e+kuri:v ita'ýra;ra'y:n Urundépe oiko;iko:v|ko:v haĝua ichugui;ha'e:n peteĩ;*:n motenondehára guasu;*:n , iñe'ẽngatúva;ñe'ẽngatu:v , iñarandúva;arandu:n , hekokatúva;<hekokatu:v , omyengoviakuaátava ichupe;ha'e:n - hi'aramano rire - tekoha;<hekoha:n|<heko:n guasu;*:n ñemotenondépe … ha añetehápe;añete:n|* , upeichaite oikókuri;iko:v|iko+kuri:v|ko:v|ko+kuri:v .
un;*:a:[n=0] día;*:n:[n=0] , ya muy entrado;entrar:v:[n=0] en años;año:n:[n=1] , Uruguasu falleció;fallecer:v:[n=0,p=3] .	peteĩ;*:n ára;*:n , hetaitereirasa;<heta:v kuarahyresẽ;*:n ohecha;<hecha:v rire , Uruguasu omano;mano:v .
toda;todo:a:[n=0] la aldea;*:n:[n=0] lamentó;lamentar:v:[n=0,p=3] la muerte;*:n:[n=0] de ese gran;grande:a:[n=0] hombre;*:n:[n=0] que brindó días;día:n:[n=1] felices;feliz:a:[n=1] a todos;todo:a:[n=1] los miembros;miembro:n:[n=1] de la comunidad;*:n:[n=0] .	tekoha;<hekoha:n|<heko:n tuichaháicha;tuicha:n ombyasy;mbyasy:v pe;*:n|* karai;*:n guasu;*:n ñemano;mano:n ; ha'éniko;'e+niko:v|'e:v|ha'e:n heta;<heta:v ombovy'apavẽkuri opavavete oikóva;iko:v|ko:v guive upe;*:n|* tekohápe;<hekoha:n|<heko:n .
su hijo;*:n:[n=0] Urunde le confeccionó;confeccionar:v:[n=0,p=3] la urna;*:n:[n=0] funeraria;*:n:[n=0] , lo enterró;enterrar:v:[n=0,p=3] en compañía;*:n:[n=0] de toda;todo:a:[n=0] la comunidad;*:n:[n=0] , y luego sucedió;suceder:v:[n=0,p=3] a su padre;*:n:[n=0] como;comer:v:[n=0,p=1]|* Mburuvicha de la gran;grande:a:[n=0] aldea;*:n:[n=0] .	ita'ýra;ra'y:n Urunde niko ojapókuri;<japo:v|<japo+kuri:v ijapeporã , oñotỹkuri;ñotỹ:v|ñotỹ+kuri:v chupe;ha'e:n maymaite ñemoirũ;moirũ:n rupive;<hupi:n ha upehague;upe:n omyengoviákuri;myengovia:v|myengovia+kuri:v itúvape;ru:n ha oiko;iko:v|ko:v ichugui;ha'e:n upe;*:n|* tekoha;<hekoha:n|<heko:n guasu;*:n Mburuvicha .
urunde no se quedó;quedar:v:[n=0,p=3] atrás y prosiguió;proseguir:v:[n=0,p=3] con las ideas;idea:n:[n=1] de su padre;*:n:[n=0] .	urunde ndopytái;pyta:v tapykuépe;<hapykue:n|tapy:n ha ombojoapyvékuri;mbojoapy:v|joapy+kuri:v|joapy:v|mbojoapy+kuri:v itúva;ru:n remimo'ã .
fue;ir:v:[n=0,p=3]|ser:v:[n=0,p=3] así;asir:v:[n=0,p=2]|asir:v:[n=0,p=1]|* que en todo;*:a:[n=0] momento;*:n:[n=0] buscó;buscar:v:[n=0,p=3] que su pueblo;poblar:v:[n=0,p=1]|*:n:[n=0] transitara;transitar:v:[n=0,p=1]|transitar:v:[n=0,p=3] por los caminos;camino:n:[n=1] de la justicia;*:n:[n=0] , de la sabiduría;*:n:[n=0] , de la libertad;*:n:[n=0] , herramientas;herramienta:n:[n=1] necesarias;necesario:a:[n=1] para;* lograr;*:v:[] la vida;*:n:[n=0] plena;pleno:a:[n=0] que finalmente los conduciría;conducir:v:[n=0,p=3]|conducir:v:[n=0,p=1] a la Tierra sin Mal .	upeichahápe , ára;*:n ha ára;*:n , oñeha'ãkuri;ha'ã:v|<ha'ã+kuri:v|<ha'ã:v|ñeha'ã+kuri:v|ñeha'ã:v|ha'ã+kuri:v omboguata;mboguata:v|guata:v hetã;<hetã:n tekojoja;<hekojoja:n rape;<hape:n rupi;<hupi:n|* , arandu;*:n rekávo;<heka+vo:s|<heka:n , tekosã'ỹ moañetévo , oikuaaporãgui;kuaa:v umíva ha'eha;'e:v tembipuru oguerahátava chupekuéra;ha'e:n tekokatu repére ohupyty;<hupyty:v peve;pe:n|* Yvy Mara'ỹ .
logró;lograr:v:[n=0,p=3] mantener;*:v:[] la tranquilidad;*:n:[n=0] en la gran;grande:a:[n=0] aldea;*:n:[n=0] .	tekoha;<hekoha:n|<heko:n Guasu oiko;iko:v|ko:v tapiaite py'aguapýpe;py'aguapy:n .
así;asir:v:[n=0,p=2]|asir:v:[n=0,p=1]|* , mientras las mujeres;mujer:n:[n=1] atendían;atender:v:[n=1,p=3] el hogar;*:n:[n=0] , a los hijos;hijo:n:[n=1] y preparaban;preparar:v:[n=1,p=3] los alimentos;alimento:n:[n=1] y los tejidos;tejido:n:[n=1]|tejer:v:[n=1] hechos;hecho:a:[n=1]|hacer:v:[n=1]|hecho:n:[n=1] de karanda'y ; Urunde salía;salir:v:[n=0,p=1]|salir:v:[n=0,p=3] con varios;vario:a:[n=1] varones;varón:n:[n=1] de la gran;grande:a:[n=0] aldea;*:n:[n=0] a buscar;*:v:[] los productos;producto:n:[n=1] para;* la subsistencia;*:n:[n=0] : pescados;pescado:n:[n=1]|pescar:v:[n=1] , miel;*:n:[n=0] , frutos;fruto:n:[n=1] , agua;aguar:v:[n=0,p=3]|*:n:[n=0] y leña;*:n:[n=0] .	péicha;pe:n|* , kuña;*:n oñangareko;ñangareko:v aja;ja:v|* tapỹi;*:n ha imembykuérare;memby:n ha upekuévo;upe:n|upe+vo:s ojapo;<japo:v aja;ja:v|* tembi'u;<hembi'u:n ha ijaorã karanda'ýgui ; Urunde osẽmiva'erã;sẽ:v heta;<heta:v kuimba'ekuéra;kuimba'e:n ndive ohekávo;<heka:v (vo) hembi'urã : pira;*:n , eirete;*:n , yva;*:n , y;*:n ha jepe'a;*:n|pe'a:n .
a la noche;*:n:[n=0] , la felicidad;*:n:[n=0] de apoderaba;apoderar:v:[n=0,p=3]|apoderar:v:[n=0,p=1] de la gran;grande:a:[n=0] aldea;*:n:[n=0] cuando se reunían;reunir:v:[n=1,p=3] en el templo;templar:v:[n=0,p=1]|*:n:[n=0] - como;comer:v:[n=0,p=1]|* una;un:a:[n=0] sola;solo:a:[n=0] familia;*:n:[n=0] - a honrar;*:v:[] a Ñande Ru , mediante sus oraciones;oración:n:[n=1] , danzas y cantos;canto:n:[n=1] .	pyharekue;pyhare:n|py:n , vy'apavẽ;*:n oñemomba'e;momba'e:v|ñemomba'e:v hesekuéra;ha'e:n ha maymáva ohua'ĩ;hua'ĩ:v oñombyatývo;mbyaty:v (vo) opýpe - oñopehẽnguéicha - omomba'eguasúvo;momba'e+vo:v|momba'eguasu+vo:v Ñande Rúpe , ñembo'e;mbo'e:n jeroky;*:n rupive;<hupi:n .
sin embargo;embargar:v:[n=0,p=1]|*:n:[n=0] , de cuando en cuando , eran;ser:v:[n=1,p=3] atacados;atacar:v:[n=1] por los temibles indios;indio:n:[n=1] Pajagua , que vivían;vivir:v:[n=1,p=3] en la ribera;*:n:[n=0] de enfrente;enfrentar:v:[n=0,p=3]|enfrentar:v:[n=0,p=1] ; es;ser:v:[n=0,p=3] decir;*:v:[] , en la Región Occidental .	jepémo upéicha;upe:n , sapy'apy'a , ojeitýjepi;ity:v|jeity:v hi'arikuéra;ha'e:n umi Pajagua ñaña;*:n , oikóva;iko:v|ko:v Y Paraguay;paraguay:n mboypýri , Aragua Yvypehẽme .
en esas circunstancias;circunstancia:n:[n=1] , Urunde y sus guerreros;guerrero:n:[n=1] sacaban;sacar:v:[n=1,p=3] a relucir;*:v:[] su vocación;*:n:[n=0] guerrera;*:n:[n=0] y en memorables acciones;acción:n:[n=1]|accionar:v:[n=0,p=2] siempre lograban;lograr:v:[n=1,p=3] expulsar;*:v:[] a los Pajagua de sus tierras;tierra:n:[n=1] , persiguiéndolos;perseguir:v:[] (los) en sus canoas hasta el otro;*:a:[n=0]|*:n:[n=0] lado;*:n:[n=0] del Río Paraguay .	upéicha;upe:n jave;*|ja:n , Urunde ha iguarinikuéra ohechaukájepi;<hechauka:v|<hecha:v ipy'aguasuha;py'aguasu:n|py'aguasu:v ha jetyvyro;tyvyro:n ijojahaỹva rupi;<hupi:n|* akóinte omosẽmiva'erã;mosẽ:v|sẽ:v Pajaguakuérape hekoha;<hekoha:n|<heko:n guasúgui;guasu:n ha omuñájepi;muña:v chupekuéra;ha'e:n , ygakuérape , Y Paraguay;paraguay:n mboypýri peve;pe:n|* .
grandes;grande:a:[n=1] celebraciones;celebración:n:[n=1] realizaban;realizar:v:[n=1,p=3] luego de esas batallas;batalla:n:[n=1] .	umi ñorairõ;*:n rire ojejapómiva'erã vy'arã'aty ndetuichapajepéva .
dicen;decir:v:[n=1,p=3] que - entre;*|entrar:v:[n=0,p=3]|entrar:v:[n=0,p=1] los Guarani - muy pocos;poco:n:[n=1]|poco:a:[n=1] Mburuvicha llegaron;llegar:v:[n=1,p=3] a ser;*:v:[]|*:n:[n=0] tan admirados;admirado:a:[n=1]|admirar:v:[n=1] y queridos;querido:n:[n=1]|querido:a:[n=1]|querer:v:[n=1] como;comer:v:[n=0,p=1]|* Urunde , un;*:a:[n=0] hombre;*:n:[n=0] incorruptible , fuerte;*:a:[n=0]|*:n:[n=0] , duro;durar:v:[n=0,p=1]|*:a:[n=0]|*:n:[n=0] , de estatura;*:n:[n=0] alta;alto:a:[n=0]|*:n:[n=0] , de gran;grande:a:[n=0] resistencia;*:n:[n=0] ; quien gobernó;gobernar:v:[n=0,p=3] por varios;vario:a:[n=1] años;año:n:[n=1] a su gran;grande:a:[n=0] aldea;*:n:[n=0] .	oĩ;ĩ:v he'íva;'e:v ndaiporihavoi - Guaranikuéra apytépe;apyte:n|* - peteĩ;*:n Mburuvicha ojehecharamo;<hecha:v ha ojehayhuvéva;jehayhu:v|<hayhu:v Urundégui , ha'éva;'e:v|ha'e:n peteĩ;*:n kuimba'e;*:n hekotuju'ỹva , imbarete;mbarete:v|mbarete:n , hatã;<hatã:v|<hatã:n , ijyvateporã ha hekoverosã añetetéva ; are;a:n omotenondeva'ekue;motenonde:v pe;*:n|* hekoha;<hekoha:n|<heko:n guasúpe;guasu:n .
un;*:a:[n=0] día;*:n:[n=0] , ya muy anciano;*:a:[n=0]|*:n:[n=0] , Ñande Ru convocó;convocar:v:[n=0,p=3] al alma;*:n:[n=0] de Urunde a la Tierra sin Mal , lugar;*:n:[n=0] destinado;destinar:v:[n=0] a los seres;ser:n:[n=1] perfectos;perfecto:a:[n=1] .	peteĩ;*:n ára;*:n , itujamímavo;tuja:v (vo) , Ñande Ru ohenói;<henói:v Urundépe ha hi'ãnga ojehekýi;jehekýi:v|<hekýi:v ñande;*:n|* apytégui;apyte:n ha oho;ha:v Yvy Mara'ỹme , ha'éva;'e:v|ha'e:n upe;*:n|* tenda;<henda:n ohupytýva;<hupyty:v umi heko'aguyjéva .
la gran;grande:a:[n=0] aldea;*:n:[n=0] Guarani , con gran;grande:a:[n=0] pesar;*:v:[]|*:n:[n=0] , se encargó;encargar:v:[n=0,p=3] de enterrar;*:v:[] su cuerpo;*:n:[n=0] en una;un:a:[n=0] hermosa;hermoso:a:[n=0] urna;*:n:[n=0] funeraria;*:n:[n=0] , en la costa;*:n:[n=0] del río;reír:v:[n=0,p=1]|*:n:[n=0] Paraguay , mirando;mirar:v:[] hacia la Región Occidental como;comer:v:[n=0,p=1]|* para;* atemorizar;*:v:[] por siempre a los temibles indios;indio:n:[n=1] Pajagua , que nunca pudieron;poder:v:[n=1,p=3] vencerlo;vencer:v:[] (lo) .	guarani;*:n Tekoha Guasu , tuicha temimbyasýre , oñotỹkuri;ñotỹ:v|ñotỹ+kuri:v hetekue;<hetekue:n|<hete:n peteĩ;*:n japepo;*:n neporãmbajepévape , Y Paraguay;paraguay:n rembe'ýpe;<hembe'y:n , ha omomaña;maña:v hikuái chupe;ha'e:n Aragua Yvypehẽ gotyo akóinte omondýi;mondýi:v haĝua Pajaguakuérape , araka'eve ndaipu'akaiva'ekue;pu'aka:v hese;ha'e:n .
