No te rindas, aún estás a tiempo	Ani reñeme'ẽ, ikatu gueterei	
Viviendo así comenzaron a multiplicarse y a tener sus desavenencias.	Upéicha oikokuévo oñepyrũ hetave ha avei oikovaiñepyrũkuri ojoapytépe.	
Ya no podían vivir en armonía.	Ndaikatuvéima oiko hikuái peteĩ ñe'ẽme.	
Un día pelearon muy violentamente.	Peteĩ ára oñorairõmbaguasúkuri.	
La causa de dicho conflicto fue la pelea que sostuvieron las esposas de dos Caciques por la posesión de un loro que vivía en las proximidades de sus chozas.	Upe mba'e ojehu mokõi kuña omendáva mokõi mburuvicháre, oipotágui imba'erã peteĩ gua'a oikova hogakuéra jerére.	
Entonces los dos Caciques se dieron cuenta que en esa gran disputa podían eliminarse mutuamente y por eso resolvieron separarse desde ese día.	Upémarõ umi mokõi mburuvicha ohechakuaa upe ñorairõ guasúpe ojojukapataha hikuái; upévare oñemomombyry ñepyrũ upe ára guive.	
El mayor, Tupi, quedó en el actual territorio del Brasil, donde ya estaba viviendo; y el menor llamado Guarani, vino con los suyos al sur, al territorio del Paraguay y sus alrededores.	Tyke'ýra, ha'éva Tupi, opyta Brasilpe, oikohapevoi; ha tyvýra, hérava Guarani, oúkuri ipehẽnguekuéra ndive, Ñemby gotyo, Paraguay retã ha ijerére.	
Al pasar la fiesta de la Virgen de Ka'akupe todos ya se aprestan para celebrar la más grande fiesta de la tradición cristiana: la Navidad o Natividad; es decir, la recordación del Nacimiento del Niño Jesús.	Ohasávo Tupãsy Ka'akupe ára opavave oñembosako'íma oguero'ayvu haĝua pe vy'a tuichavéva, cristiano rekópe, ha'éva Arareñói térã Tupãra'y Arareñói gueromandu'a.	
En efecto, en todo el mundo cristiano, el 24 de diciembre es Nochebuena y el 25 de diciembre es Navidad.	Añetehápe, ko yvóra tuichakue javeve, 24 jasypakõi ha'e Pyharemarangatu ha 25 jasypakõi katu Arareñói.	
Tiempo de reflexión, de perdón, de amor.	Mokõive, peteĩme, ha'e py'amongeta, ñyrõ ha mborayhu ára.	
La Navidad representa una nueva oportunidad para renovar la vida, para corregir el camino, para celebrar la vida.	Arareñói niko peteĩ pa'u opavave jaguerekóva ñambopyahu haĝua ñande rekove; ñamyatyrõ haĝua ñande rape ha jaguero'ayvu haĝua teko.	
Es el tiempo para deponer rencores y maldades.	Upe árape tekotevẽ ñamboyke ñeko'õi ha ñaña.	
No existe nada más bonito esa noche que confundirse en un fuerte y emotivo abrazo con los seres queridos y dejar al Niño Jesús que renazca en nuestros corazones y en nuestras vidas.	Ndaipóri mba'e iporãvéva upe pyharépe jahechárõ opavavépe oñoañuãvo mbarete porã ha upe jave jahejávo Tupãra'ýpe heñoijey ñandepype.	
Es costumbre preparar el pesebre para revivir la Navidad de Jesús.	Oikembaretéma ñande jepokuaápe mymbakeha apo, jagueromandu'a haĝua Tupãra'y Arareñói.	
La preparación se hace a partir del 15 de diciembre, otros lo hacen el día 20 y algunos el día de la Nochebuena.	Oĩ ojapóva 15 jasypakõime; ambue katu ojapo ára 20 ha oĩ avei ojepóva upe Pyharemarangatu árape.	
Se cuenta que la tradición nació de la mano de San Francisco de Asís en el siglo XIII después de Cristo, esparciéndose posteriormente a todo el mundo; siendo el objetivo esencial revivir con imágenes el nacimiento de Jesús -hace más de 2.000 años- en un humilde pesebre de Belén, rodeado de María y José; también, de animales (vacas, ovejas, burros, gallo) y de algunos pastores; a quienes -unos días después- se sumaron en la adoración los Tres Reyes Magos, que fueron guiados hasta el lugar por una estrella.	Ko jepokuaa niko omoheñoi'ypýkuri Francisco de Asís Marangatu, sa'ary'aty XIII Kirito rireguápe ha upégui herakuãva'ekue oparupiete; ojegueromandu'a haĝua, ta'ãngamimi rupive, Hesu arareñói -ojapo 2.000 ary- peteĩ mymbakeha mboriahumíme, amoite Belén-me, ha oĩháme ijerére Maria ha Hose; avei, mymbamimi (vaka, ovecha, chavurro ha kupyju) ha ovechañangarekohára; ha umívape, upe rire, omoirũkuri Tupãra'y jehechakuaápe umi Mbohapy Karai Mba'ekuaa, oĝuahẽva'ekue upépe peteĩ mbyja ñesãmbyhy rupive.	
Ya en su inicio, diciembre se llena de los frutos de la tierra: sandías, melones, piñas, uvas; además, del rico choclo; y todo el Paraguay se cubre del agradable y característico olor de la flor de coco.	Oñepyrũvo, jasypakõi henyhẽmavoi opaichagua temitýgui: sandia, merõ, avakachi, úva; upéicha avei, hetéva avatiky; ha Paraguáy tuichakue javeve henyhẽ mbokaja poty ryakuã asyetévagui.	
Hasta hoy la gente del campo sale a buscar las ramas de ka'avove'i, arbusto que abunda en esta época.	Ko'aĝaite peve ñande rapicha okaraygua osẽ oheka ha oikytĩ ka'avove'i rakãmimi, okakuaáva oparupiete.	
Esas ramas son clavadas en el suelo, formando el pesebre, a modo de pequeño altar; y dentro del mismo los miembros de la familia alojan las imágenes de arcilla de Jesus, Santa María, San José, el Ángel Gabriel, la paloma, la estrella, los pastores, los animales: vacas, ovejas, burros, el gallo y por supuesto los infaltables y siempre esperados Tres Reyes Magos.	Ka'avove'i rakãmimi ojegueru ha ojekutujereva'erã, ojejapóvo heseve peteĩ tapỹi'i, ojoguáva upe mymbakeha, Hesu heñoihaguépe; ha ipype oñemohenda vy'apópe umi ta'ãngamimi ojejapóva ñay'ũgui: Hesu, Maria Marangatu, Hose Marangatu, Gabriel Tupãremimbou, pykasu, mbyja, ovachañangarekohára ha umi mymbamimi: vaka, ovecha, chavurro, kupyju; ha upéicha avei, umi ojehecharamovéva ha oñeha'ãrõvéva ha'éva umi Mbohapy Karai Mba'ekuaa.	
Como ofrenda se ubicarán alrededor del pesebre la flor de coco, sandías, melones, piñas, naranjos, bananos, etc.	Temikuave'ẽrõ oñemoĩ avei pe mymbakeha jerére: mbokaja poty, sandia, merõ, avakachi, narã, pakova ha ambuéva.	
Al atardecer una vela se encenderá para recordar a Jesus que es luz y es vida.	Ka'arupytũ jave katu oñemyendyva'erã peteĩ tataindy ojegueromandu'ávo Hesúpe, ha'éva tesape ha tekove.	
El día de la Nochebuena, las familias se reúnen en la casa de los padres.	Pyharemarangatu árape, pehẽnguekuéra ijatypaite ituvakuéra rógape.	
Los que son del interior y que viven lejos de sus padres (dentro del país o fuera de él) retornan a sus hogares para pasar todos juntos la Nochebuena y la Navidad.	Umi okarayguáva ha oikóva ambue ñane retã táva rupi térã oikóva ambue tetãme, ojevypaite hógape ikatuhaĝuáicha ohasa oñondivepa Pyharemarangatu ha Arareñói.	
En el horno se preparan ricos platos como el asado de cerdo, gallina, carne vacuna u oveja.	Tatakuápe oñembojy umi tembi'u hevéva ha ñanemba'etéva, umíva apytépe: kure, ryguasu, vaka ro'o ha ovecha.	
También de ese horno salen humeantes y olorosas sopas paraguayas y chipa guasu.	Upe tatakuágui osẽ avei hyakuã asýva sópa paraguái ha chipa guasu.	
En tanto, en una enorme olla se hierve la mandioca.	Peteĩ japepo guasúpe katu oñembopupu mandi'o.	
Asimismo, se prepara el rico clericó, mezclando toda clase de frutas: manzanos, naranjos, piñas y uvas.	Upéicha avei, ojejapo pe mba'erykue hérava keleriko, oñembojehe'ávo opaichagua yva: manasána, narã, avakachi ha úva.	
Un cántaro lleno de clericó se ubica al costado del pesebre para servir a los visitantes en jarros de arcilla.	Peteĩ kambuchi renyhẽte kelerikógui oñemoĩ pe mymbakeha ykére ojeitykua haĝua -peteĩ kaguápe- opavave oñembojávape ohecha haĝua pe mymbakeha.	
Al atardecer, los niños y más jóvenes ya están todos recién bañados, limpios, bien peinados, luciendo ropas nuevas.	Ka'arupytũvo, mitã ha mitãrusumimi ojahu ha ipotĩ'asýma, oñemoapesýi ha omoĩ ijao pyahu.	
Ellos salen a recorrer el vecindario, a visitar los pesebres.	Ha'ekuéra oho opavave hogaykereguápe, ohechávo pe mymbakeha.	
Siendo recibidos por los dueños de casas, que los hacen pasar hasta donde está el pesebre y allí sentados miran el pesebre.	Upépe ogajarakuéra omomaitei, ombohasa ha omboguapy chupekuéra pe mymbakeha renondépe.	
Los dueños de casas les servirán un pedazo de sopa, el clericó y a la ida los visitantes reciben caramelos.	Ogajarakuéra ogueropojái chupekuéra sópa ha keleriko; ha ohokuetévo hikuái ome'ẽ chupekuéra mba'ehe'ẽmimi.	
Es costumbre repetir una frase ritualística por todos conocida “Que lindo es tu pesebre”.	Upe jave katuete umi ouva'ekue ohecha mymbakeha, he'íva'erã “Iporãitépa nde pesebre”.	
Ya entrada la noche y hasta la medianoche; es decir, hasta la Navidad se escucha la explosión de bombas, bombitas y mbokavicho; además, los niños encienden sus estrellitas.	Pyharévoma ha pyharepyte peve; ja'eporãsérõ Arareñói meve oñehendu ñembokapu: mba'ekapuha guasu, mba'ekapuha'i ha mbokavícho; upéicha avei, mitãmimi omyendy mbyja'ikuéra.	
Luego, cerca de la medianoche o a la medianoche, los miembros de la familia se sientan alrededor de la mesa, cubierta por un mantel blanco de ao po'i, a compartir la cena de Nochebuena y Navidad, escuchando villancicos y canciones de navidad.	Upe rire, pyharepytepotávo térã pyharepytete jave, oñepehẽnguéva oguapypaite mesa jerere, oñembo'apéva ao po'ípe, okarupyharévo; omoĝuahẽvo ijapýpe Pyharemarangatu ha omomaiteívo Arareñói, ohenduhápe opaichagua arareñói mba'epu'i ha purahéi.	
A la medianoche, entre explosiones de petardos, todos se confunden en un fuerte abrazo, y entre besos y lágrimas, se saludan con un FELIZ NAVIDAD.	Pyharepyte oĝuahẽvo, mbokapupara pa'ũme, ñeañuã hatãva rupi, ñehetũ ha tesaýpe, opavave oñomomaitei, he'ívo ojupe VY'APAVẼ TUPÃRA'Y ARAREÑÓIRE.	
Finalmente, frente al pesebre, todos elevan una oración celebrando el Nacimiento del Niño Jesús.	Ipahápe, opavave oñemboja mymbakeha renondépe ha oñembo'e omomorãvo Tupãra'y Arareñói.	
Un hombre murió y se dio cuenta que Dios venía a buscarlo con una maleta en la mano.	Peteĩ kuimba'e omano ha oñandu Ñande Ru ouha ipiári peteĩ mba'eryru ipópe.	
Dios le dijo: “Bien hijo es hora de irnos”.	Ñande Ru he'i chupe: “Néi che ra'y jahamava'erã”.	
El hombre asombrado preguntó: “Ya? Tan pronto?	Kuimba'emi oporandu py'atytýipe: “Áĝamapiko. Pya'etépa.	
Tenía muchos planes...”	Hetaite mba'e niko ajaposevékuri…”	
-“Lo siento pero es el momento de tu partida.”	-“Che avéniko ambyasy jepémo upéicha rehómava'erã.”	
-“Que traes en la maleta?”, preguntó el hombre.	-“Mba'éiko regueru pe mba'eryrúpe”, oporandu kuimba'e.	
Y Dios le respondió: “Tus pertenencias...”	Ha Ñande Ru ombohovái: “Ne rembipurukuéra…”	
-“Mis pertenencias?, Traes mis cosas, mi ropa, mi dinero?”	-“Che rembipurukuéra piko. Reguerúpiko che mba'éva guive, che ao, che viru”	
Dios le respondió: “Eso nunca te perteneció, eran de la tierra.”	Ñande Ru ombohovái: “Umíva niko nanemba'éi, yvy mba'e niko umíva.”	
-“Traes mis recuerdos?”	-“Reguerúpa che remimandu'akuéra.”	
-“Esos nunca te pertenecieron, eran del tiempo.”	-“Umíva niko nanemba'éi, umíva niko ára mba'e.”	
-“Traes mis talentos?”	-“Reguerúpa che rekomba'erepy.”	
-“Esos no te pertenecieron, eran de las circunstancias.”	-“Umíva niko nanemba'éi, umíva niko tembiasa mba'e.”	
-“Traes a mis amigos, a mis familiares?”	-“Reguerúpa che angirũ ha che pehẽnguekuérape.”	
-“Lo siento, ellos nunca te pertenecieron, eran del camino.”	-“Mba'erãpa rombotavýta, ha'ekuéra niko nanemba'éi, ha'ekuéra niko tape mba'e.”	
-“Traes a mi mujer y a mis hijos?”	-“Reguerúpa che rembireko ha che ñemoñarekuérape.”	
-“Ellos nunca te pertenecieron, eran de tu corazón.”	-“Ha'ekuéra niko nanemba'éi, ha'ekuéra niko ne korasõ mba'e.”	
-“Traes mi cuerpo?”	-“Reguerúpa che rete.”	
-“Nunca te perteneció, ese era del polvo.”	-“Araka'eve niko nanemba'éi, upéva niko yvytimbo rehegua.”	
-“Entonces traes mi alma?”	-“Upéicharõpiko regueru che ã.”	
-“No, esa es mía.”	-“Nahániri, upéva chemba'e.”	
Entonces el hombre lleno de miedo, le arrebató a Dios la maleta y al abrirla se dio cuenta que estaba vacía.....	Upémarõ kuimba'emi henyhẽva kyhyjégui, ohekýi Ñande Rúgui pe mba'eryru ha omañávo hyepýpe ojuhu nandiha…	
Con lágrimas en los ojos, el hombre dijo: “Nunca tuve nada?”	Tesay kukúipe kuimba'e osẽ he'i: “Araka'evepiko ndarekoivoíkuri mba'eve.”	
-“Así es, cada uno de los momentos que viviste fueron solo tuyos.	-“Upeichaite, peteĩteĩ ha opaite mba'e rehasava'ekue nde rekovépe, nemba'ékuri.	
La vida es solo un momento... Por eso, mientras estés a tiempo disfrútala en su totalidad.	Tekove niko peteĩ tesapirĩnte… Upévare, ikatu aja, eñeha'ãva'erã nde rekokatu ikatuha peve.	
Que nada de lo que crees que te pertenece te detenga...	Ani mba'eve -nde eréva nemba'eha- ndejoko.	
Vive el ahora.	Ko'aĝa reikova'erã.	
Vive tu vida...	Eikóke ha emoingovéke nde rekove.	
Y no te olvides de SER FELIZ, es lo único que realmente vale la pena.	Ha ani nderesarái nevy'apavẽva'erãha, upéva añoite pe añeteguáva.	
Las cosas materiales y todo lo demás por lo que luchaste, se quedan aquí.	Umi ne rembipuru ha opaite ambue mba'e reñeha'ãva'ekuére opytáta ko'ápe.	
No te llevarás nada de acá.	Mba'evete ndereguerahamo'ãi ko'águi.	
Valora a quienes te valoran y no pierdas el tiempo con alguien que no tiene tiempo para ti.	Emomba'eguasu umi nemomba'eguasúvape ha ani rejesareko umi nanderechakuaáivape.	
Los Guarani suelen decir que nuestro final no está en la tierra, no somos para acá; por eso, la tierra no tiene dueño, los animales no tienen dueño, las plantas no tienen dueño.	Guaranikuéra niko he'íva ñande ndaha'éi ápe ĝuarã, upévare yvy ndaijárai, mymba ndaijárai, ka'avo ndaijárai.	
Nosotros somos simples transeúntes.	Ñande jahasánte ko'a rupi.	
No debemos juntar nada pues nada llevaremos.	Nañambyatýiva'erã mba'eve, ndajaguerahamo'ãigui mba'eve ko'águi.	
Venimos a la tierra para lograr nuestra plenitud.	Jaju ñanderekokatu haĝua.	
Así como vinimos, nos iremos.	Jajuhaguéicha jahajeýta.	
Aquí quedará nuestro cuerpo que se mezclará con la tierra y nuestra alma se desprendará y migrará a la Tierra Sin Mal.	Opytáta ñande rete ha ojehe'ajeýta yvýra ha ñane ã ojehekýita oho haĝua Yvy Mara'ỹme.	
Aprovecha cada segundo que vivas pues solamente eso es lo que llevarás contigo al abandonar la tierra.	Eipurukuaáke opaite aravo'ive nde rekopegua, upevamínte ha'éva upe reguerahátava rohokuévo ko yvy ape árigui.	
Iniciamos un nuevo año y en el ánimo de todos está el deseo que el mismo sea el mejor de todos.	Ñamoñepyrũ peteĩ ary pyahu ha opavavévante jaipota oiko kóvagui pe ary iporãveva opavavetéva apytépe.	
El año nuevo es un desafío y a la vez una grande y nueva oportunidad para intentar vivir mejor y cumplir todos nuestros sueños.	Ary pyahu niko ñanepy'ara'ã ha upekuévo ha'e avei peteĩ pa'ũ kakuaa ha ipyahúva jaipykúi haĝua tekoporãve rape ha ñamoañete haĝua maymave ñande kerayvoty.	
Podríamos empezar este nuevo viaje con la siguiente reflexión de Pablo Neruda.	Ñañepyrũkuaa ko guata pyahu karai guasu Pablo Neruda remiandu rupive.	
No culpes a nadie.	Ani rekaguai ndejehe.	
Nunca te quejes de nadie porque fundamentalmente tú has hecho tu vida.	Ani rejahéi avavére ndentevoi ha'égui upe reje'apóva.	
Acepta la responsabilidad de edificarte a ti mismo.	Reje'apo haĝua tekotevẽ ndevoi reñemoneĩ ndejupe.	
El valor de acusarte en el fracaso para volver a empezar, corrigiéndote.	Rehechakuaávo rejavyhague reñepyrũjey'arã reguata remyatyrõ rire ne rembiapo vai.	
El triunfo del verdadero hombre surge de las cenizas del error.	Ava reko porã niko heñóiva mba'evai tanimbukuégui.	
Nunca te quejes del ambiente o de los que te rodean, hay quienes en tu mismo lugar supieron vencer.	Ani rekaguai nde rekoha térã nde jerére oikóvare, heta oĩ upérupi ne rendaguetépe oñakarapu'ãva'ekue.	
Las circunstancias son buenas o malas según la voluntad o fortaleza de tu corazón.	Tekokatu térã tekomarã heñói ndénte reipotágui ha ne korasõ omoneígui.	
Aprende a convertir toda situación difícil en un arma para luchar.	Opa mba'e vai rehasávagui rejapova'erã peteĩ tembipuru nepytyvõkuaáva ñorairõháme.	
No te quejes de la pobreza, de tu soledad o de tu suerte, enfréntalos con valor y acepta que de una o otra forma son el resultado de tus actos y la prueba que has de ganar.	Ani reñembyasy ne mboriahu, ne'año térã nandepo'áihaguére, embohovakéke umívape ha upekuévo rehechakuaáta umi mba'e ouha ne rembiapokuégui ha umíva rehe reñemotenondeva'erãha.	
No te amargues con tus propios fracasos, ni se los cargues a otros, acéptate ahora o seguirás justificándote como un niño.	Ani ndepy'arõ nendivevoi, ha ani rembohasa ambue akã ári mba'e ndéve ojehúva, ejehechakuaa ko'áĝa ỹramo reñembotavýta ku mitã oñembotavyháicha ijupe.	
Recuerda que cualquier momento es bueno para comenzar y que ninguno es tan terrible para claudicar.	Opaite ára niko iporã reñepyrũjey haĝua ha ndaipori pa'ũ, peteĩmínte jepe, ere haĝua nderehupytymo'ãiha ne rembipota.	
Deja ya de engañarte, eres la causa de ti mismo, de tu necesidad, de tu dolor, de tu fracaso.	Anive reñembotavy ndejupe, nde ha'e opa mba'e ypy, ndepypentevoi heñói umi ne rembipota, ne mba'embyasy, nde py'amirĩ.	
Si, tú has sido el ignorante, el irresponsable, tú únicamente tú, nadie puede haber sido por ti.	Añetehápe, ndentevoi upe rejekuaaporã'ỹva ndejupe, upe hekokatu'ỹva, ndentevoi, avave ndaikatúi ojapo umi mba'e nderérape.	
No olvides que la causa de tu presente es tu pasado, como la causa de tu futuro es tu presente.	Aníke nderesarái, opaite mba'e ojehúva ndéve ko'áĝa heñói nde reko ymavépe; ha upéicha avei, ne renonderã oñemopyenda nde reko ko'aĝaguápe.	
Aprende de los fuertes, de los audaces, imita a los valientes, a los enérgicos, a los vencedores, a quienes vencieron a pesar de todo.	Arandu rekávo tekotevẽ rejesareko umi imbaretévare, umi ikatupyrývare, eha'ã umi ipy'aguasúvape, umi ipyapývape, umi akóinte itenondevévape, umi heko'apysẽva'ekue opaite mba'erasýgui.	
Piensa menos en los problemas y más en tu trabajo y los problemas sin alimento morirán.	Ani rejepy'apyeterei umi ne apañuãire, emombareteve uvei ne rembiapo ha rehechakuaáta mba'éichapa umi apañuãi oguéta ijehegui.	
Aprende a nacer desde el dolor y a ser grande, que es el más grande de los obstáculos.	Akóinte nereñoijeyva'erã opaite mba'erasy rehasava'ekuégui ha emombaretévo jerovia ndejehe remokechẽta taha'eha'éva mba'evaípe.	
Mírate al espejo de ti mismo: comienza a ser sincero contigo mismo reconociéndote por tu valor, por tu voluntad y por tu debilidad para justificarte.	Emaña ndejehe ha embohysýi umi mba'e nemombaretéva: nde rekopu'aka, ne rembipota ha ne py'akangy reikuaa porã haĝua mávapa nde.	
Recuerda que dentro de ti hay una fuerza que todo puede hacerlo, reconociéndote a ti más libre y más fuerte dejarás de ser un títere de las circunstancias, porque tú eres tu destino.	Nemandu'ava'erã ndepype oĩha pu'aka ijojaha'ỹva opaite mba'e apoharã; reikuaaporãvo nde rekosãsoha ha ikatuha ndepu'aka opaite mba'ére, nde ndaha'emo'ãvéima po'a rembipuru nde ha'égui nde rekove renonderã jára.	
Y nadie puede sustituirte en la construcción de tu propio destino.	Ha avave ndaikatúi nemyengovia nde rekove renonderã apópe.	
Levántate y mira por las montañas y respira la luz del amanecer, tú eres parte de la fuerza de la vida.	Epu'ã ha ejesareko yvytyrusúre ha nepytuhẽke arasẽ pýri, nde ha'égui tekove mbarete pytu.	
Ahora despierta, camina, lucha, decídete y triunfarás en la vida.	Upévare, epáy, eguata, eñorairõ ha katuete netenondéta ko arapýpe.	
Nunca pienses en la suerte, por que la suerte es el pretexto de los fracasados.	Ani rejeko po'áre, péva akóinte oĩgui umi ipy'amirĩva rekopýpe.	
Hace más de tres millones de años, los ancestros de los humanos caminaban erguidos pero todavía eran capaces de trepar a los árboles como los monos, indicó un estudio publicado en la revista “Science” de EE.UU.	Haimete mbohapy sua ary rasami, ava ypykue oguata ñembo'yhápe jepérõ oikokuaa yvyra rakãre ka'ikuéraicha, péicha he'i peteĩ tembiapo omyasãiva kuatihaipyre “Science” Estados Unidos-gua. 
Dos omóplatos extremadamente bien preservados de un homínido similar a la famosa Lucy, el primer ancestro bípedo conocido del homo sapiens que cuenta con 3,5 millones de años, muestran que esta especie continuaba también viviendo en los árboles, según la investigación.	Mokõi ati'ykãngue oñeñongatuporãitereíva, ava'i ypykue mba'e, Lucy joguaha, ha'éva ava ypykue oguatáva ipýre, itujavéva, ko'áĝa peve ojekuaáva, orekóva 3,5 sua ary; omyesakã ko tekove oikohague gueterei yvyrakuéra ru'ãre, péicha he'i tembikuaareka.	
Los dos omóplatos fosilizados de una niña australopithecus afarensis, la especie a la que pertenece Lucy, indican por primera vez que estos homínidos estaban bien adaptados morfológicamente para trepar a las ramas.	Umi mokõi ati'ykãngue ha'éva peteĩ mitãkuña'i australopithecus afarensis mba'e, Lucy rehegua, ko'áĝa ae ohechauka porã umi ava'i rete okakuaahaguevoi oiko haĝua yvyráre.	
El esqueleto completo de uno de ellos que vivió hace 3,3 millones de años, bautizado como “Selam”, fue descubierto en el año 2000 en Etiopía.	Peteĩva retekue umíva rehegua oikova'ekue 3,3 sua ary, oñembohérava “Selam”, ojejuhúkuri ary 2000-pe, Etiopía retãme.	
“La cuestión sobre si el australopithecus -cuyo primer espécimen, Lucy, fue descubierto en 1974 en Etiopía- era estrictamente bípedo o continuó evolucionando en los árboles, era objeto de debate desde hace 30 años”, explicó David Green, profesor de paleobiología de la Universidad Midwestern en Illinois, uno de los principales autores de estos trabajos.	“Australopithecus -Lucy ha'éva tenondere umíva apytépe, ojejuhuva'ekue ary 1974-pe, Etiopía-pe- oguatavavoíntepa mokõive ipýre térãpa oiko jave yvyráre ombokatupyryvékuri hete, niko peteĩ myangekói orekómava 30 ary rasami”, he'i David Green, mbo'ehára tekoveymakuaaty rehegua Midwestern Mbo'ehaovusúpe, opytáva Illinois-pe ha ha'éva tembikuaarekahára ojepytasombaretevéva ko tembiapópe.	
“Estos omóplatos fosilizados proporcionan una sólida indicación de que estos individuos continuaban trepando en los árboles en este estadio de la evolución humana”, añadió.	Ko'ã ati'ykãngue itapýpe opytáva ohechauka ko'ã tekove, jepémo oguatáma mokõive ipýre, oikohague gueterei hikuái -ápe ha pépe- yvyrakuéra rakãre”, ombojoapy.	
“Trepaban para escapar de depredadores o por comida”, subrayó.	Ojupi hikuái yvyráre ojehekýi haĝua ambue mymba ñarõgui térã tembi'u piári”, omyesakã.	
“Cuando comparamos el omóplato de la niña australopithecus a los miembros adultos de la misma especie, era evidente que las características de desarrollo se emparentan más a las del mono”, explica.	“Ñambohovake jave pe mitãkuña'i australopithecus ati'ykãngue peteĩva ñande reheguávare, jahechakuaa pe tete jepokuaa ojoguaveha ka'ikuéra rete jepokuaápe”, omyesakã.	
El australopithecus afarensis representa en la evolución una nueva especie de homínidos, muy diferente a la precedente.	Australophitecus Afarensis ha'ehína tekove pyahu avakuéra apytépe, ojoavýva imboyveguágui.	
En varios países, el día 14 de febrero se celebra el DÍA DE LOS ENAMORADOS, también conocido como DÍA DEL AMOR.	Heta tetãme, ára 14 jasykõi jave, ojegueromandu'a OJOHAYHÚVA ÁRA, avei oñembohérava MBORAYHU ÁRA.	
Todos los que vivimos en este mundo amamos a alguien y lo demostramos de varias maneras: con mimos, besos, lágrimas, sonrisas, con un apretón de manos, abrazos, canciones, poesías o regalos.	Tekove ñaimemíva guive ko yvórape niko japorohayhu ha jahechauka upe mba'e guasuete heta hendáicha: kunu'ũ, ñehetũ, tesay, pukavy, popyhy, añuã, purahéi, ñe'ẽpoty térã jopói rupive.	
El amor se siente.	Mborayhu niko ñañandu.	
Cuando él nos envuelve sentimos más intensos y acelarados los latidos del corazón; asimismo, nos sentimos más contentos y más animados.	Ha'e ñande'aho'i jave niko ñaimo'ãvoi ñane korasõ opepe hatãve ha pya'evéva; upéicha avei, ñanderoryve ha ñandepireporãve.	
De hecho no existe algo más bello que la demostración del amor.	Ndaiporichéne mba'e iporãvéva mborayhu jehechaukágui.	
Inicialmente amamos a nuestra madre y a nuestro padre, luego a nuestros amigos y más adelante buscamos, hasta encontrar, a la dueña o dueño de nuestro amor a quien unimos nuestra vida de ser posible hasta la muerte.	Ñepyrũrãme jahayhu ñande sy ha ñande rúpe, upéi ñane angirũmimíme ha tenondeve gotyo jaheka ha jajuhu peteĩ mborayhu jára ha hendive ñambojoaju ñande rekove ikatúramo ñamano meve.	
Igualmente, el 14 de febrero se recuerda el día de San Valentín, quien vivió en Roma, hacia el año 300 después de Cristo.	Upéicha avei 14 jasykõi ojegueromandu'a Valentín Marangatu ára, oikova'ekue Roma-pe, ary 300 rasami rupi, Hesukirito rire.	
El Papa Gelasio I, cabeza de la Iglesia Catolica Romana, fue quien inició en el año 498 la celebración del día de San Valentín que sigue vigente hasta hoy.	Avarepavẽ Gelasio I, Kirito Tupão motenondehára, ndaje upe omoñepyrũva'ekue pe arete Valentín rérape ary 498-pe ha upe guive ojejapójepi pe vy'aguasu hérape.	
Cuentan que Valentín casaba a escondidas a los enamorados de su tiempo debido a la prohibición del casamiento resuelta por el Emperador Claudio II.	Valentín ndaje omomendámi ñemiháme umi ojohayhúvape; Claudio II, Roma myakãhára uperõgua, ndoipotavéikuri oiko ñemenda.	
Valentín fue ejecutado un 14 de febrero que quedó -desde entonces- como el día de los enamorados.	Valentín ojejukákuri peteĩ ára 14 jasykõi, opytáva -upe guive- ojohayhúva árarõ.	
Otros dicen que febrero es el mes del amor ya que en su transcurso las aves se emparejan y procrean.	Oĩ avei he'íva kóva ha'eha mborayhu jasy guyrakuéra oñemoñavégui ko jasýpe.	
El día 23 de febrero del año 1905 nacía en los Estados Unidos, hace poco más de 100 años, la mayor organización internacional de servicio de caracter no gubernamental, no político y no religioso: el ROTARY CLUB.	Ára 23 jasykõi ary 1905-pe heñóikuri Estados Unidos retãme, ojapóma 100 ary rasami, pe aty jekupytyguigua tuichavéva ko yvy ape ári, noĩriva tetã poguýpe, noporomboykéiva sa'y térã jeroviakatúre, ha'éva ROTARY CLUB.	
Su nacimiento se debió a la iniciativa de un joven y visionario abogado de Wisconsin llamado Paul Percy Harris, quien junto a tres amigos decide constituir un 23 de febrero de 1905, en el convulsionado clima de la ciudad de Chicago de entonces, un club distinto a todos los existentes.	Ko atyha guasuete omoheñoiva'ekue peteĩ mitãrusu tekomo'ãhára hesapysóva, Wisconsin-ygua, hérava Paul Percy Harris; ha'e ha mbohapy iñangirũ omoañetékuri peteĩ ára 23 jasykõi ary 1905-pe, táva Chicago-pe, peteĩ atyha tuicha ojoavýva umi ambuégui.	
No se trataba de un club deportivo, ni de un club social, ni siquiera de una entidad de beneficencia, constituyeron el primer CLUB de SERVICIO del mundo.	Ko ha'ekuéra omoheñóiva niko ndaha'éi tetemongu'erã atyha añónte, ndaha'ei avano'õrã atyha añónte, ndaha'éi ñepytyvõrã atyha añónte, kóva niko ha'ehína atyha peteĩha jekupytyguigua ko yvórape.	
Formarían parte del mismo, profesionales y hombres de negocios destacados por su honorabilidad, su vocación de servicio y su liderazgo en sus respectivas actividades.	Upépe ijákuri iñepyrũhá guive mba'apohára katupyry ha kuimba'e omba'apóva opaichagua mba'erepy ñemúme, hekopotĩva, ohechakuaáva hapicha remikotevẽ ha akóinte itenondevéva hekohápe.	
