no te rindas;rendir:v , aún estás;estar:v a tiempo;*:n	ani reñeme'ẽ;me'ẽ:v , ikatu;katu:v gueterei
la continuación;*:n de la obra;*:n|obrar:v , La vuelta;volver:v|*:n de Martín Fierro (1879), en conjunto;*:n , forman;formar:v un;*:a poema;*:n épico que refleja;reflejar:v el sentir;*:n|*:v popular;*:a .	upe;*|*:n hembiapo;<hembiapo:n mbojoapypyre;mbojoapy:n , La vuelta de Martín Fierro (1879), ijypykue;ypy:n|jy:n ndive , oñembohete;ñembohete:v|mbohe:v peteĩ;*:n ñe'ẽpoty añóme ha oñanduka tavaygua;*:n remimo'ã .
posteriormente fue;ir:v|ser:v miembro;*:n del Congreso de la Provincia de Buenos Aires con una;uno:n|un:a|unir:v valiosa;valioso:a producción;*:n legislativa;*:a .	uperiréma oike;ke:v Tetãpehẽ Buenos Aires Amandajépe ha upépe;upe:n heta;<heta:v mba'e;*:n porã;po:n ojapókuri;<japo+kuri:v|<japo:v .
josé Hernández falleció;fallecer:v el día;*:n 21 de octubre;*:n de 1886, en Belgrano , Buenos Aires .	josé Hernández omanókuri;mano+kuri:v|mano:v ára;*:n 21 jasypa;*:n ary;*:n 1886- pe;*|*:n , Belgrano , Buenos Aires - pe;*|*:n .
en la espesura;*:n del gran;grande:a monte;montar:v|*:n , una;uno:n|un:a|unir:v noche;*:n , alrededor del fogón , el abuelo;*:n Guarani - como;*|comer:v siempre rodeado;rodear:v de todos;todo:a los niños;niño:n de la aldea;*:n - se disponía;disponer:v a narrarles;narrar:v (les) una;uno:n|un:a|unir:v leyenda;*:n , esta vez;*:n , se trataba;tratar:v de la leyenda;*:n del gran;grande:a guerrero;*:n Urunde .	ka'a;*:n guasu;*:n hypy'ũvéva mbytépe;*|mbyte:n , peteĩ;*:n pyhare;py:n|*:n , tataypýpe;<hataypy:n|<hata:n , tamói;<hamói:n Guarani - oguapýva;guapy:v tata;<hata:n jerére;jere:n opaite;*|opa:n|pa:v mitã'ikuéra;mitã:n|mitã'i:n hekohapegua;<heko:n|<hekoha:n ndive - ohenduka chupekuéra;ha'e:n peteĩ;*:n mombe'upy;mombe'u:n omombe'úva;mombe'u:v guarini;*:n guasu;*:n Urunde rekovekue;<hekove:n .
los Guarani tuvieron;tener:v muchos;mucho:a héroes;héroe:n , valientes;valiente:a guerreros;guerrero:n , líderes;líder:n de sus respectivas comunidades;comunidad:n , y precisamente , Urunde fue;ir:v|ser:v uno;*:n|unir:v de esos hombres;hombre:n .	guaranikuéra niko oguerekojepékuri;reko+kuri:v|reko:v heta;<heta:v tekoverechapyrã , guarini;*:n ha'evéva;'e:v , hekoha;<heko:n|<hekoha:n motenondehára ; ha ja'eporãtarõ , Urunde ha'eva'ekue;'e:v umi rehegua .
el abuelo;*:n Guarani contó;contar:v a los niños;niño:n que Urunde fue;ir:v|ser:v hijo;*:n de Uruguasu , Mburuvicha de una;uno:n|un:a|unir:v gran;grande:a aldea;*:n Guarani asentada;asentar:v en la costa;*:n del Río Paraguay pero;*|*:n en la Región Oriental .	tamói;<hamói:n Guarani omombe'úkuri;mombe'u+kuri:v|mombe'u:v mitãmimíme Urunde ha'ehague;'e:v Uruguasu ñemoñare;ñemoña:n|moña:n|*:n ; Uruguasu niko peteĩ;*:n Guarani Rekoha Guasu Mburuvichakue ; ko tekoha;<heko:n|<hekoha:n guasu;*:n oñemohendava'ekue;mohenda:v|ñemohenda:v Y Paraguay;paraguay:n rembe'ýpe;<hembe'y:n , Arasẽ Yvypehẽme .
urunde fue;ir:v|ser:v criado;*:n|criar:v por su padre;*:n para ser;*:n|*:v un;*:a gran;grande:a líder;*:n , un;*:a gran;grande:a orador;*:n , un;*:a hombre;*:n sabio;*:a|*:n , un;*:a hombre;*:n pleno;*:a|*:n , que - a su muerte;*:n - le sucediera;suceder:v en el gobierno;gobernar:v|*:n de la gran;grande:a aldea;*:n Guarani … y en verdad;*:n , así;*|asir:v ocurrió;ocurrir:v .	uruguasu niko ohekombo'ékuri;<hekombo'e+kuri:v|<hekombo'e:v ita'ýra;ra'y:n Urundépe oiko;ko:v|iko:v haĝua ichugui;ha'e:n peteĩ;*:n motenondehára guasu;*:n , iñe'ẽngatúva , iñarandúva;arandu:n , hekokatúva , omyengoviakuaátava ichupe;ha'e:n - hi'aramano rire - tekoha;<heko:n|<hekoha:n guasu;*:n ñemotenondépe … ha añetehápe;*|añete:n , upeichaite oikókuri;iko+kuri:v|ko:v|ko+kuri:v|iko:v .
un;*:a día;*:n , ya muy entrado;entrar:v en años;año:n , Uruguasu falleció;fallecer:v .	peteĩ;*:n ára;*:n , hetaitereirasa;<heta:v kuarahyresẽ;*:n ohecha;<hecha:v rire , Uruguasu omano;mano:v .
toda;todo:a la aldea;*:n lamentó;lamentar:v la muerte;*:n de ese gran;grande:a hombre;*:n que brindó días;día:n felices;feliz:a a todos;todo:a los miembros;miembro:n de la comunidad;*:n .	tekoha;<heko:n|<hekoha:n tuichaháicha;tuicha:n ombyasy pe;*|*:n karai;*:n guasu;*:n ñemano;mano:n ; ha'éniko;'e:v|ha'e:n|'e+niko:v heta;<heta:v ombovy'apavẽkuri opavavete oikóva;ko:v|iko:v guive upe;*|*:n tekohápe;<heko:n|<hekoha:n .
su hijo;*:n Urunde le confeccionó;confeccionar:v la urna;*:n funeraria;*:n , lo enterró;enterrar:v en compañía;*:n de toda;todo:a la comunidad;*:n , y luego sucedió;suceder:v a su padre;*:n como;*|comer:v Mburuvicha de la gran;grande:a aldea;*:n .	ita'ýra;ra'y:n Urunde niko ojapókuri;<japo+kuri:v|<japo:v ijapeporã , oñotỹkuri;ñotỹ+kuri:v|ñotỹ:v chupe;ha'e:n maymaite ñemoirũ;moirũ:n rupive;<hupi:n ha upehague;upe:n omyengoviákuri itúvape;ru:n ha oiko;ko:v|iko:v ichugui;ha'e:n upe;*|*:n tekoha;<heko:n|<hekoha:n guasu;*:n Mburuvicha .
urunde no se quedó;quedar:v atrás y prosiguió;proseguir:v con las ideas;idea:n de su padre;*:n .	urunde ndopytái;pyta:v tapykuépe;<hapykue:n|tapy:n ha ombojoapyvékuri;mbojoapy:v|mbojoapy+kuri:v itúva;ru:n remimo'ã .
fue;ir:v|ser:v así;*|asir:v que en todo;*:a momento;*:n buscó;buscar:v que su pueblo;poblar:v|*:n transitara;transitar:v por los caminos;camino:n de la justicia;*:n , de la sabiduría;*:n , de la libertad;*:n , herramientas;herramienta:n necesarias;necesario:a para lograr;*:v la vida;*:n plena;pleno:a que finalmente los conduciría;conducir:v a la Tierra sin Mal .	upeichahápe , ára;*:n ha ára;*:n , oñeha'ãkuri;ñeha'ã+kuri:v|ha'ã:v|ha'ã+kuri:v|ñeha'ã:v omboguata;guata:v hetã;<hetã:n tekojoja;<hekojoja:n rape;<hape:n rupi;*|<hupi:n , arandu;*:n rekávo;<heka+vo:s|<heka:n , tekosã'ỹ moañetévo , oikuaaporãgui;kuaa:v umíva ha'eha;'e:v tembipuru oguerahátava chupekuéra;ha'e:n tekokatu repére ohupyty;<hupyty:v peve;*|pe:n Yvy Mara'ỹ .
logró;lograr:v mantener;*:v la tranquilidad;*:n en la gran;grande:a aldea;*:n .	tekoha;<heko:n|<hekoha:n Guasu oiko;ko:v|iko:v tapiaite py'aguapýpe;py'aguapy:n .
así;*|asir:v , mientras las mujeres;mujer:n atendían;atender:v el hogar;*:n , a los hijos;hijo:n y preparaban;preparar:v los alimentos;alimento:n y los tejidos;tejer:v|tejido:n hechos;hecho:n|hacer:v|hecho:a de karanda'y ; Urunde salía;salir:v con varios;vario:a varones;varón:n de la gran;grande:a aldea;*:n a buscar;*:v los productos;producto:n para la subsistencia;*:n : pescados;pescar:v|pescado:n , miel;*:n , frutos;fruto:n , agua;*:n|aguar:v y leña;*:n .	péicha;*|pe:n , kuña;*:n oñangareko;ñangareko:v aja;*|ja:v tapỹi;*:n ha imembykuérare;memby:n ha upekuévo;upe+vo:s|upe:n ojapo;<japo:v aja;*|ja:v tembi'u;<hembi'u:n ha ijaorã karanda'ýgui ; Urunde osẽmiva'erã;sẽ:v heta;<heta:v kuimba'ekuéra;kuimba'e:n ndive ohekávo;<heka:v (vo) hembi'urã : pira;*:n , eirete;*:n , yva;*:n , y;*:n ha jepe'a;*:n|pe'a:n .
a la noche;*:n , la felicidad;*:n de apoderaba;apoderar:v de la gran;grande:a aldea;*:n cuando se reunían;reunir:v en el templo;templar:v|*:n - como;*|comer:v una;uno:n|un:a|unir:v sola;solo:a familia;*:n|familiar:v - a honrar;*:v a Ñande Ru , mediante sus oraciones;oración:n , danzas y cantos;canto:n .	pyharekue;py:n|pyhare:n , vy'apavẽ;*:n oñemomba'e;momba'e:v hesekuéra;ha'e:n ha maymáva ohua'ĩ;hua'ĩ:v oñombyatývo;mbyaty:v (vo) opýpe - oñopehẽnguéicha - omomba'eguasúvo;momba'e+vo:v|momba'eguasu+vo:v Ñande Rúpe , ñembo'e;mbo'e:n jeroky;*:n rupive;<hupi:n .
sin embargo;*:n|embargar:v , de cuando en cuando , eran;ser:v atacados;atacar:v por los temibles indios;indio:n Pajagua , que vivían;vivir:v en la ribera;*:n de enfrente;enfrentar:v ; es;ser:v decir;*:v , en la Región Occidental .	jepémo upéicha;upe:n , sapy'apy'a , ojeitýjepi;ity:v hi'arikuéra;ha'e:n umi Pajagua ñaña;*:n , oikóva;ko:v|iko:v Y Paraguay;paraguay:n mboypýri , Aragua Yvypehẽme .
en esas circunstancias;circunstancia:n , Urunde y sus guerreros;guerrero:n sacaban;sacar:v a relucir;*:v su vocación;*:n guerrera;*:n y en memorables acciones;acción:n|accionar:v siempre lograban;lograr:v expulsar;*:v a los Pajagua de sus tierras;tierra:n , persiguiéndolos;perseguir:v (los) en sus canoas hasta el otro;*:a|*:n lado;*:n del Río Paraguay .	upéicha;upe:n jave;*|ja:n , Urunde ha iguarinikuéra ohechaukájepi;<hecha:v|<hechauka:v ipy'aguasuha;py'aguasu:n|py'aguasu:v ha jetyvyro;tyvyro:n ijojahaỹva rupi;*|<hupi:n akóinte omosẽmiva'erã;sẽ:v Pajaguakuérape hekoha;<heko:n|<hekoha:n guasúgui;guasu:n ha omuñájepi;muña:v chupekuéra;ha'e:n , ygakuérape , Y Paraguay;paraguay:n mboypýri peve;*|pe:n .
grandes;grande:a celebraciones;celebración:n realizaban;realizar:v luego de esas batallas;batalla:n .	umi ñorairõ;*:n rire ojejapómiva'erã vy'arã'aty ndetuichapajepéva .
dicen;decir:v que - entre;*|entrar:v los Guarani - muy pocos;poco:a|poco:n Mburuvicha llegaron;llegar:v a ser;*:n|*:v tan admirados;admirar:v|admirado:a y queridos;querido:n|querido:a|querer:v como;*|comer:v Urunde , un;*:a hombre;*:n incorruptible , fuerte;*:a|*:n , duro;durar:v|*:a|*:n , de estatura;*:n alta;alto:a|*:n , de gran;grande:a resistencia;*:n ; quien gobernó;gobernar:v por varios;vario:a años;año:n a su gran;grande:a aldea;*:n .	oĩ;ĩ:v he'íva;'e:v ndaiporihavoi - Guaranikuéra apytépe;*|apyte:n - peteĩ;*:n Mburuvicha ojehecharamo;<hecha:v ha ojehayhuvéva;<hayhu:v Urundégui , ha'éva;'e:v|ha'e:n peteĩ;*:n kuimba'e;*:n hekotuju'ỹva , imbarete;mbarete:n|mbarete:v , hatã;<hatã:n|<hatã:v , ijyvateporã ha hekoverosã añetetéva ; are;a:n omotenondeva'ekue pe;*|*:n hekoha;<heko:n|<hekoha:n guasúpe;guasu:n .
un;*:a día;*:n , ya muy anciano;*:a|*:n , Ñande Ru convocó;convocar:v al alma;*:n de Urunde a la Tierra sin Mal , lugar;*:n destinado;destinar:v a los seres;ser:n perfectos;perfecto:a .	peteĩ;*:n ára;*:n , itujamímavo;tuja:v (vo) , Ñande Ru ohenói;<henói:v Urundépe ha hi'ãnga ojehekýi;jehekýi:v|<hekýi:v ñande;*|*:n apytégui;apyte:n ha oho;ha:v Yvy Mara'ỹme , ha'éva;'e:v|ha'e:n upe;*|*:n tenda;<henda:n ohupytýva;<hupyty:v umi heko'aguyjéva .
la gran;grande:a aldea;*:n Guarani , con gran;grande:a pesar;*:n|*:v , se encargó;encargar:v de enterrar;*:v su cuerpo;*:n en una;uno:n|un:a|unir:v hermosa;hermoso:a urna;*:n funeraria;*:n , en la costa;*:n del río;reír:v|*:n Paraguay , mirando;mirar:v hacia la Región Occidental como;*|comer:v para atemorizar;*:v por siempre a los temibles indios;indio:n Pajagua , que nunca pudieron;poder:v vencerlo;vencer:v (lo) .	guarani;*:n Tekoha Guasu , tuicha temimbyasýre , oñotỹkuri;ñotỹ+kuri:v|ñotỹ:v hetekue;<hetekue:n|<hete:n peteĩ;*:n japepo;*:n neporãmbajepévape , Y Paraguay;paraguay:n rembe'ýpe;<hembe'y:n , ha omomaña;maña:v hikuái chupe;ha'e:n Aragua Yvypehẽ gotyo akóinte omondýi;mondýi:v haĝua Pajaguakuérape , araka'eve ndaipu'akaiva'ekue;pu'aka:v hese;ha'e:n .
ñande Ru interpretó;interpretar:v el sentimiento;*:n de los miembros;miembro:n de la gran;grande:a aldea;*:n Guarani e hizo;hacer:v crecer;*:v un;*:a nuevo;*:a|*:n árbol;*:n en aquel lugar;*:n , un;*:a árbol;*:n incorruptible , fuerte;*:a|*:n , duro;durar:v|*:a|*:n , de estatura;*:n alta;alto:a|*:n y de gran;grande:a resistencia;*:n ; al cual los Guarani bautizaron Urunde'y , nombre;*:n|nombrar:v de aquel gran;grande:a guerrero;*:n que por mucho;*:a tiempo;*:n los gobernó;gobernar:v .	ñande;*|*:n Ru ohechakuaa;<hecha:v Guarani Rekoha Guasuygua remiandu;<hemiandu:n ha omoheñói;<heñói:v upepete peteĩ;*:n yvyra;*:n pyahu , hekotuju'ỹva , hatã;<hatã:n|<hatã:v , ijyvateporã ha hekoverosã añetetéva ; Guaranikuéra omboherava'ekue;<héra:v upe;*|*:n yvyrápe;yvyra:n : Urunde'y , ohechakuaávo;<hecha:v (vo) pe;*|*:n guarini;*:n guasúpe;guasu:n are;a:n omotenondeva'ekue chupekuéra;ha'e:n .
hasta hoy el Urunde'y es;ser:v un;*:a árbol;*:n muy admirado;admirar:v|*:a y apreciado;apreciar:v|*:a ; y esta es;ser:v la leyenda;*:n de ese hermoso;*:a árbol;*:n .	ko'áĝa peve;*|pe:n Urunde'y ha'e;*|'e:v|*:n yvyra;*:n ojehecharamo;<hecha:v ha ojehayhúva;<hayhu:v ha kóva;*|*:n niko ha'e;*|'e:v|*:n pe;*|*:n mombe'upy;mombe'u:n imandu'áva;mandu'a:n|mandu'a:v pe;*|*:n yvyra;*:n porãitére;po:n .
finalmente , cabe;caber:v mencionar;*:v que la partícula;*:n sufija “ y ” quiere;querer:v decir;*:v “ árbol;*:n o planta;plantar:v|*:n ” por eso aparece;aparecer:v en la denominación;*:n de prácticamente todas;todo:a las variedades;variedad:n forestales ( urunde - y , karanda - y , guapo;*:a - y , kurupa - y , jata - y , juasy - y , amba - y ), y en zonas;zona:n acuáticas;acuático:a la “ y ” sirve;servir:v para indicar;*:v ríos;río:n ( arroyos;arroyo:n o cursos;curso:n de aguas;agua:n ) con abundancia;*:n de determinados;determinar:v peces;pez:n u otras;otro:n|otro:a especies;especiar:v|especie:n y variedades;variedad:n acuáticas;acuático:a ( suruvi - y , pirape - y , jatyta - y , akara - y , javevýi - y ).	ipahápe;*|pa:n|paha:n , tekotevẽ;<hekotevẽ:n ñamyesakã pe;*|*:n ñe'ẽpehẽtai upeigua “ y;*:n ” he'iseha;'e:v|he'ise:n “ yvyra;*:n térã ka'avo;*:n ”, upévare;upe:n omoirũjepi;moirũ:v opavavete nunga yvyra;*:n rerakuérape;<héra:n ( urunde - y;*:n , karanda - y;*:n , guapo - y;*:n , kurupa - y;*:n , jata - y;*:n , juasy - y;*:n , amba - y;*:n ), ha he'õháme katu , pe;*|*:n “ y;*:n ” he'ise;'e:v|*:n “ ysyry;*:n ” hetahápe;<heta:v|<heta:n peteĩchagua;peteĩ:n pira;*:n térã ambue;*:n mymba;*:n oikóva;ko:v|iko:v ýpe;y:n ha y;*:n jere;*:n rupi;*|<hupi:n ( suruvi - y;*:n , pirape - y;*:n , jatyta;*:n - y;*:n , akara - y;*:n , javevýi - y;*:n ).
todos;todo:a estos nombres;nombre:n|nombrar:v son;*:n|ser:v muy antiguos;antiguo:a , corresponden;corresponder:v a la historia;*:n de la América precolombina ; es;ser:v decir;*:v , de antes de 1492.	opaite;*|opa:n|pa:v ko'ã;*|*:n téra;<héra:n niko aretereiguaréma;a:n ; oĩmava'ekuevoi Colón oĝuahẽ;guahẽ:v mboyve Amérikape ; ja'eporãsérõ , ary;*:n 1492 mboyve .
hecho;hacer:v|*:a|*:n ocurrido;ocurrir:v en 1892, verdadero;*:a|*:n , extraído;extraer:v de una;uno:n|un:a|unir:v biografía;*:n .	ko mba'e;*:n ojehúkuri;jehu+kuri:v|jehu:v 1892- pe;*|*:n , añetegua;añete:n|*:n , oñenohẽkuri peteĩ;*:n tekohaipyrégui .
un;*:a señor;*:n de unos;un:a 70 años;año:n viajaba;viajar:v en un;*:a transporte;transportar:v|*:n teniendo;tener:v sentado;sentar:v a su lado;*:n a un;*:a joven;*:a|*:n universitario que leía;leer:v su libro;*:n|librar:v de Ciencias .	peteĩ;*:n karai;*:n orekóva;ko:v 70 ary;*:n rupi;*|<hupi:n ohohína;ha:v peteĩ;*:n mba'yrúpe;mba'yru:n ha ijykére;yke:n oguapy;guapy:v peteĩ;*:n mitãrusu;*:n mbo'ehaovusupegua temimbo'e;<hemimbo'e:n omoñe'ẽva;moñe'ẽ:v|ñe'ẽ:v iñaranduka Tembikuaaty rehegua .
el caballero;*:n también leía;leer:v un;*:a libro;*:n|librar:v de portada;*:n|portar:v negra;negro:a|*:n .	karai;*:n avei omoñe'ẽ;moñe'ẽ:v|ñe'ẽ:v ohóvo;ha:v (vo) peteĩ;*:n aranduka ijapehũva .
fue;ir:v|ser:v cuando el joven;*:a|*:n percibió;percibir:v que se trataba;tratar:v de la Biblia y que estaba;estar:v abierta;abrir:v|abierto:a en el Evangelio de Marcos .	mitãrusu;*:n ohechakuaákuri;<hecha+kuri:v|<hecha:v upe;*|*:n aranduka ha'eha;'e:v Biblia ha ojepe'aha;pe'a:v Marcos rembihaípe .
el muchacho;*:n interrumpió;interrumpir:v la lectura;*:n del viejo;*:a|*:n y le preguntó;preguntar:v : -“ Señor , ¿ usted todavía cree;creer:v|crear:v en ese libro;*:n|librar:v lleno;llenar:v|*:a|*:n de fábulas;fábula:n y cuentos;cuento:n ?”.	mitãrusu;*:n ojoko;ko:v|joko:v pe;*|*:n tujami moñe'ẽ ha oporandu;porandu:v : -“ Karai , ¿ ndépiko;nde:n|nde+piko:n reguerovia;rovia:v gueterei pe;*|*:n aranduka henyhẽva;<henyhẽ:v morangu;*:n ha ñemombe'úgui;mombe'u:n ?”.
-“ Sí , mas no es;ser:v un;*:a libro;*:n|librar:v de cuentos;cuento:n , es;ser:v la Palabra de Dios , o ¿ estoy;estar:v equivocado;equivocar:v|*:a ?”.	-“ Aguerovia , hákatu kóvango;kóva:n ndaha'é ñemombe'urei aranduka , kóvango;kóva:n Tupã;tupã:n ñe'ẽ;*:n , térãpa ajavy;<javy:v|ja:v ”.
-“ Pero claro;*:a|*:n que lo está;estar:v .	-“ Héẽ , rejavy;<javy:v|ja:v .
creo;creer:v|crear:v que usted señor;*:n debería;deber:v estudiar;*:v Historia Universal y verá;ver:v que la Revolución Francesa , ocurrida;ocurrir:v hace;hacer:v más de 100 años;año:n , mostró;mostrar:v la miopía;*:n de la religión;*:n .	chénteko;che+ko:n|che:n ha'e;*|'e:v|*:n nde;*|*:n remoñe'ẽva'erãha Arapy Rembiasakue ha upépe;upe:n rehechakuaáta;<hecha:v Revolución Francesa , ojehuva'ekue;jehu:v 100 ary;*:n rasamíma , ohechaukahague;<hecha:v|<hechauka:v jeroviakatu vyroreiha .
solamente personas;persona:n sin cultura;*:n todavía creen;creer:v|crear:v que Dios hizo;hacer:v el mundo;*:n en 6 días;día:n .	tapicha;<hapicha:n tavýnte;tavy+nte:s|tavy:n oguerovia;rovia:v gueterei Tupã;tupã:n ojapohague;<japo:v yvóra 6 árape;ára:n .
usted señor;*:n debería;deber:v conocer;*:v un;*:a poco;*:a|*:n más lo que los Científicos dicen;decir:v de todo;*:a eso ”.	ndéngo;nde:n reñeha'ãva'erã;ha'ã:v|ñeha'ã:v reikuaamive;kuaa:v mba'épa;*|mba'e:n he'i;'e:v umi tembikuaatyhára umi mba'ére;mba'e:n ”.
-“ Y ... ¿ es;ser:v eso mismo;*:a lo que los científicos;científico:n dicen;decir:v sobre;*|sobrar:v|*:n la Biblia ?”, preguntó;preguntar:v el viejo;*:a|*:n .	-“ Ha … ¿ umíva umi mba'épiko;mba'e+piko:s|mba'e:n he'i;'e:v umi tembikuaatyhára Biblia - pe;*|*:n ojehaívare;hai:v ?”, oporandu;porandu:v tujami .
-“ Como voy;ir:v a bajar;*:v en la próxima;próximo:a estación;*:n , no tengo;tener:v tiempo;*:n de explicarle;explicar:v (le) .	-“ Aguejýtagui ambue;*:n japytatahápe , nda'ijavéima chéve;che:n amyesakã haĝua ndéve;nde:n .
déme su tarjeta;*:n para mandarle;mandar:v (le) material;*:n sobre;*|sobrar:v|*:n este;*:n tema;temer:v|*:n ”, respondió;responder:v el joven;*:a|*:n al anciano;*:a|*:n .	eme'ẽna;me'ẽ:v chéve;che:n ne;nde:n kuatia'atã'i ikatuhaĝuáicha amoĝuahẽ;guahẽ:v ndéve;nde:n heta;<heta:v marandu;*:n ko mba'e;*:n rehegua ”, ombohovái;mbohovái:v tujamí upe;*|*:n mitãrusúpe;mitãrusu:n .
el anciano;*:a|*:n entonces , con mucha;mucho:a paciencia;*:n , sacó;sacar:v su tarjeta;*:n y se la dio;dar:v al muchacho;*:n .	upérõ;upe:n|upe+rõ:s tujami , mbeguekatumi , onohẽ ikuatia'atã'i ha ome'ẽ;me'ẽ:v mitãrusúpe;mitãrusu:n .
cuando éste leyó;leer:v lo que allí decía;decir:v se sobresaltó;sobresaltar:v y salió;salir:v cabizbajo;*:a .	kóva;*|*:n omoñe'ẽvo;moñe'ẽ+vo:v|ñe'ẽ+vo:v hese;ha'e:n he'íva;'e:v oñemondýi;mondýi:v ha ñakãitýpe oho;ha:v .
en la tarjeta;*:n decía;decir:v : Profesor Doctor Louis Pasteur , Director General del Instituto de Investigaciones Científicas , Universidad Nacional de Francia .	kuatia'atã'íre he'i;'e:v : Mbo'ehára Tembikuaajára Louis Pasteur , Tembikuaareka Renda Motenondehára , Francia Retã Mbo'ehaovusu .
“ Un poco;*:a|*:n de ciencia;*:n nos aparta;apartar:v de Dios .	“ Michĩ jave;*|ja:n tembikuaaty ñanemomombyry Tupãgui;tupã:n .
mucha;mucho:a , nos aproxima;aproximar:v ”.	heta;<heta:v jave;*|ja:n , ñanemo'aĝui ”.
esta antigua;antiguo:a leyenda;*:n intenta;intentar:v explicar;*:v la causa;*:n del porqué;*:n los Tupi viven;vivir:v en el Brasil y los Guarani en el Paraguay .	ko mombe'upy;mombe'u:n tujaite oñeha'ẽ ombohovái;mbohovái:v mba'eicharupípa Tupi oĩ;ĩ:v Brasil - pe;*|*:n ha Guarani katu Paraguay;paraguay:n retãme;<hetã:n .
dos;*:a|*:n hermanos;hermano:n , Guarani y Tupi , llegaron;llegar:v con sus familiares;familiar:n|familiar:a a América .	mokõi;*:n joyke'y;*:n , Guarani ha Tupi oĝuahẽkuri;guahẽ:v|guahẽ+kuri:v ipehẽnguekuéra;pehẽngue:n ndive Amérikape .
después de buscar;*:v por mucho;*:a tiempo;*:n a hombres;hombre:n y mujeres;mujer:n como;*|comer:v ellos , se dieron;dar:v cuenta;contar:v|*:n con esta enorme;*:a extensión;*:n de tierra;*:n solamente habían;haber:v campos;campo:n , montes;monte:n|montar:v y animales;animar+les:v|animal:n salvajes;salvaje:n .	heta;<heta:v oheka;<heka:v rire kuimba'e;*:n ha kuña;*:n ha'ekueraichagua;ha'e:n , ohechakuaa;<hecha:v hikuái ko yvy;*:n guasuetépe oĩha;ĩ:v ñu;*:n , ka'aguy;ka'a:n|*:n ha mymba;*:n ñarõ mante .
luego de la larga;largo:a|*:n|largar:v búsqueda;*:n y al no encontrar;*:v semejantes , fundaron;fundar:v sus pueblos;pueblo:n .	heta;<heta:v oheka;<heka:v rire ha ndojuhúimarõ;juhu:v (rõ) hapichakuerarã ; upémarõ;upe:s (rõ) , omoheñói;<heñói:v itavarã .
en esas comunidades;comunidad:n vivieron;vivir:v por mucho;*:a tiempo;*:n en paz;*:n y amistad;*:n , juntos;junto:a y solidariamente .	umi táva;*:n rupi;*|<hupi:n oiko;ko:v|iko:v heta;<heta:v ára;*:n teko;<heko:n marangatu ha mborayhu;*:n pa'ũme;pa'ũ:n , oñondivepa , jekupytýpe .
viviendo;vivir:v así;*|asir:v comenzaron;comenzar:v a multiplicarse;multiplicar:v (se) y a tener;*:v sus desavenencias;desavenencia:n .	upéicha;upe:n oikokuévo oñepyrũ;pyrũ:v|ñepyrũ:v hetave;<heta:v ha avei oikovaiñepyrũkuri ojoapytépe .
ya no podían;poder:v vivir;*:n|*:v en armonía;*:n .	ndaikatuvéima;katu:v oiko;ko:v|iko:v hikuái peteĩ;*:n ñe'ẽme;ñe'ẽ:n .
un;*:a día;*:n pelearon;pelear:v muy violentamente .	peteĩ;*:n ára;*:n oñorairõmbaguasúkuri .
la causa;*:n de dicho;*:n|decir:v conflicto;*:n fue;ir:v|ser:v la pelea;pelear:v|*:n que sostuvieron;sostener:v las esposas;esposa:n de dos;*:a|*:n Caciques por la posesión;*:n de un;*:a loro;*:n que vivía;vivir:v en las proximidades;proximidad:n de sus chozas;choza:n .	upe;*|*:n mba'e;*:n ojehu;jehu:v mokõi;*:n kuña;*:n omendáva;menda:v mokõi;*:n mburuvicháre;mburuvicha:n , oipotágui;pota:v imba'erã peteĩ;*:n gua'a;*:n oikova hogakuéra;<hóga:n jerére;jere:n .
entonces los dos;*:a|*:n Caciques se dieron;dar:v cuenta;contar:v|*:n que en esa gran;grande:a disputa;disputar:v|*:n podían;poder:v eliminarse;eliminar:v (se) mutuamente y por eso resolvieron;resolver:v separarse;separar:v (se) desde ese día;*:n .	upémarõ;upe:s (rõ) umi mokõi;*:n mburuvicha;*:n ohechakuaa;<hecha:v upe;*|*:n ñorairõ;*:n guasúpe;guasu:n ojojukapataha hikuái ; upévare;upe:n oñemomombyry;ñemomombyry:v ñepyrũ;pyrũ:n upe;*|*:n ára;*:n guive .
el mayor;*:a|*:n , Tupi , quedó;quedar:v en el actual;*:a territorio;*:n del Brasil , donde ya estaba;estar:v viviendo;vivir:v ; y el menor;*:a|*:n llamado;llamar:v|*:a Guarani , vino;venir:v|*:n con los suyos al sur;*:n , al territorio;*:n del Paraguay y sus alrededores;alrededor:n .	tyke'ýra;ryke'y:n , ha'éva;'e:v|ha'e:n Tupi , opyta;pyta:v Brasilpe , oikohapevoi ; ha tyvýra;ryvy:n , hérava;<héra:n|<héra:v Guarani , oúkuri;ju:v|ju+kuri:v ipehẽnguekuéra;pehẽngue:n ndive , Ñemby gotyo , Paraguay;paraguay:n retã;<hetã:n ha ijerére;jere:n .
